40000000	.0246206000	3.5079567516
84500000	.0550162000	3.4054224028
129000000	.0822590000	3.4093509524
173500000	.1095788000	3.4338247909
218000000	.1391770000	3.3819912772
262500000	.1723390000	3.3176901339
307000000	.1928376000	3.4949729720
351500000	.2317972000	3.2958896828
396000000	.2490264000	3.4713612693
440500000	.2747266000	3.4798130213
485000000	.2997102000	3.5547125189
529500000	.3306338000	3.5334881067
574000000	.3545846000	3.5491152182
618500000	.3911808000	3.4357790566
663000000	.4258472000	3.3926699529
707500000	.4535638000	3.3842828726
752000000	.4658354000	3.5148419377
796500000	.4825886000	3.5987538868
841000000	.5282772000	3.4856825166
885500000	.5516088000	3.5096764228
930000000	.5808326000	3.4697253563
