40000000	.0226694000	3.8098935128
84500000	.0468124000	4.0022173612
129000000	.0715410000	3.9201269202
173500000	.0969234000	3.8821832498
218000000	.1231402000	3.8224349156
262500000	.1447134000	3.9510328691
307000000	.1684260000	4.0015330174
351500000	.1921756000	3.9754162339
396000000	.2174522000	3.9754051695
440500000	.2441808000	3.9151202715
485000000	.2652070000	4.0171775254
529500000	.2999016000	3.8955797501
574000000	.3166740000	3.9739972337
618500000	.3347898000	4.0144914809
663000000	.3572030000	4.0446440819
707500000	.3752142000	4.0909651073
752000000	.3987920000	4.1057438464
796500000	.4212880000	4.1223998784
841000000	.4431942000	4.1548526582
885500000	.4711188000	4.1092998199
930000000	.4867256000	4.1405868111
