40000000	.0849444000	1.0167591977
84500000	.1793592000	1.0445708946
129000000	.2736690000	1.0247773770
173500000	.3676376000	1.0234927004
218000000	.4641856000	1.0140241317
262500000	.5581154000	1.0244608910
307000000	.6549364000	1.0290498436
351500000	.7476062000	1.0218989623
396000000	.8389150000	1.0304507608
440500000	.9349510000	1.0225104845
485000000	1.0299978000	1.0343552190
529500000	1.1236102000	1.0397650359
574000000	1.2175694000	1.0335851081
618500000	1.3164036000	1.0209716837
663000000	1.4164894000	1.0199575090
707500000	1.5062754000	1.0190621183
752000000	1.6040752000	1.0207363096
796500000	1.6962044000	1.0238846214
841000000	1.7935392000	1.0266887949
885500000	1.8903176000	1.0241498042
930000000	1.9805376000	1.0175669474
