1000	.0045512000	.0026485000
1040	.0048721500	.0028531000
1080	.0053606500	.0030861000
1120	.0059360500	.0033016000
1160	.0064650500	.0035399000
1200	.0066859000	.0037856500
1240	.0070513500	.0040413000
1280	.0079236000	.0043246500
1320	.0081910000	.0045969500
1360	.0086154000	.0048721000
1400	.0096165500	.0052496500
1440	.0103035500	.0054622000
1480	.0112231500	.0057922500
1520	.0117095000	.0061294500
1560	.0127300000	.0064543000
1600	.0137905500	.0068291000
1640	.0145881500	.0070577000
1680	.0153301000	.0074199500
1720	.0166149500	.0077790500
1760	.0179447500	.0081418000
1800	.0191854500	.0084931500
1840	.0200199500	.0089317000
1880	.0210616500	.0094189500
1920	.0217113000	.0096673500
1960	.0231042500	.0101415500
2000	.0246952500	.0105623000
