40000000	.0856656000	.9820161184
44000000	.0930384000	.9939960274
48000000	.1025412000	.9821944740
52000000	.1116428000	.9799646730
56000000	.1202572000	.9799845664
60000000	.1266798000	.9953046973
64000000	.1363166000	.9877373702
68000000	.1448104000	.9858697994
72000000	.1524720000	.9925061650
76000000	.1606840000	.9939745089
80000000	.1710742000	.9811836033
84000000	.1773722000	.9945910351
88000000	.1862518000	.9925649040
92000000	.1961442000	.9844685695
96000000	.2030904000	.9931055332
100000000	.2122522000	.9901899721
104000000	.2219142000	.9854024663
108000000	.2288224000	.9912683373
112000000	.2370278000	.9931704213
116000000	.2462414000	.9905880976
120000000	.2565786000	.9819135344
124000000	.2627156000	.9905083672
128000000	.2715306000	.9909733930
132000000	.2813988000	.9852046277
136000000	.2885032000	.9905207290
140000000	.2985102000	.9845050520
144000000	.3052864000	.9910647837
148000000	.3133316000	.9924737881
152000000	.3219670000	.9919072451
156000000	.3304520000	.9909699441
160000000	.3395286000	.9918045195
164000000	.3468534000	.9934923515
168000000	.3551910000	.9940505249
172000000	.3645442000	.9921683022
176000000	.3732810000	.9903456109
180000000	.3817282000	.9903150985
184000000	.3891388000	.9930919250
188000000	.3982524000	.9939756797
192000000	.4062628000	.9945458949
196000000	.4185614000	.9879702237
200000000	.4230472000	.9991991437
204000000	.4308008000	.9945687194
208000000	.4435960000	.9873195430
212000000	.4487340000	.9935378197
216000000	.4580432000	.9913973179
220000000	.4651516000	.9949711018
224000000	.4811548000	.9776591649
228000000	.4823944000	.9924460151
232000000	.4909814000	.9929370033
236000000	.4986084000	.9945853298
240000000	.5070794000	.9930673578
244000000	.5173640000	.9911887955
248000000	.5242032000	.9940637523
252000000	.5383772000	.9847263219
256000000	.5468264000	.9846130325
260000000	.5522828000	.9918400500
264000000	.5656882000	.9803305071
268000000	.5671300000	.9932047326
272000000	.5757316000	.9931450696
276000000	.5828432000	.9946338912
280000000	.5929798000	.9910327468
284000000	.6118488000	.9745953575
288000000	.6143432000	.9862581697
292000000	.6219828000	.9865292094
296000000	.6269682000	.9926158934
300000000	.6369574000	.9889581312
304000000	.6455896000	.9889006886
308000000	.6524630000	.9910373461
312000000	.6621620000	.9978077872
316000000	.6753498000	.9842389825
320000000	.6784990000	.9924359505
324000000	.6854086000	.9929574855
328000000	.6961144000	.9901970135
332000000	.7059630000	.9893753638
336000000	.7165912000	.9870514736
340000000	.7234102000	.9875141378
344000000	.7340120000	.9846364909
348000000	.7369844000	.9918106814
352000000	.7467458000	.9917428393
356000000	.7541242000	.9920363250
360000000	.7645270000	.9894596266
364000000	.7725846000	.9894087974
368000000	.7816588000	.9886311009
372000000	.7926822000	.9855843867
376000000	.7966718000	.9913582983
380000000	.8094878000	.9863943594
384000000	.8177004000	.9879232051
388000000	.8258606000	.9864405687
392000000	.8304456000	.9916020989
396000000	.8431450000	.9866165368
400000000	.8511086000	.9870808496
404000000	.8554556000	.9923851103
408000000	.8678374000	.9922471651
412000000	.8763142000	.9896071523
416000000	.8823452000	.9906224910
420000000	.8927386000	.9888200196
424000000	.9015586000	.9876363000
428000000	.9098234000	.9881381375
432000000	.9149782000	.9917130266
436000000	.9259464000	.9885094860
440000000	.9371940000	.9852790350
444000000	.9444118000	.9866308320
448000000	.9494084000	.9933712404
452000000	.9618452000	.9886634564
456000000	.9656066000	.9918523754
460000000	.9743174000	.9911000255
464000000	.9827064000	.9914690695
468000000	.9912966000	.9912010189
472000000	1.0044870000	.9876277144
476000000	1.0113374000	.9883781614
480000000	1.0217344000	.9857882831
484000000	1.0316412000	.9857750931
488000000	1.0485132000	.9774040040
492000000	1.0556068000	.9788379536
496000000	1.0772718000	.9667719882
500000000	1.0827458000	.9725774969
504000000	1.0901158000	.9710709632
508000000	1.0936442000	.9761692148
512000000	1.1026340000	.9751705461
516000000	1.1104018000	.9763903480
520000000	1.1194678000	.9755823258
524000000	1.1283162000	.9757901198
528000000	1.1338566000	.9847897873
532000000	1.1383844000	.9818437427
536000000	1.1586670000	.9717489149
540000000	1.1666680000	.9708275190
544000000	1.1673824000	.9787776481
548000000	1.1809216000	.9746481053
552000000	1.1913130000	.9740323491
556000000	1.2049020000	.9688680075
560000000	1.2064310000	.9745987959
564000000	1.2107350000	.9783452200
568000000	1.2227306000	.9744296903
572000000	1.2324954000	.9749229084
576000000	1.2443472000	.9726579527
580000000	1.2549704000	.9703674285
584000000	1.2569704000	.9763069997
588000000	1.2740896000	.9685913769
592000000	1.2819472000	.9705537014
596000000	1.2836428000	.9739003716
600000000	1.2901546000	.9778677687
604000000	1.3048824000	.9718552415
608000000	1.3110492000	.9746874488
612000000	1.3158558000	.9769483859
616000000	1.3393210000	.9668110930
620000000	1.3410150000	.9710013683
624000000	1.3446832000	.9737484635
