1280 16.63064220000000000000 2115811830 615565 6.84556700000000000000 263519503 615570
1296 13.24998730000000000000 2478804203 631027 7.06159170000000000000 273498022 631032
1312 14.59211650000000000000 2416485532 646681 7.34448650000000000000 283727339 646686
1328 14.63409810000000000000 2667229702 662527 7.56374460000000000000 294227655 662532
1344 16.62365280000000000000 2513136605 678565 7.90476190000000000000 304953114 678570
1360 14.80051310000000000000 2864946593 694795 8.20087420000000000000 315978224 694800
1376 18.61786620000000000000 2787741867 711217 8.48657040000000000000 327231735 711222
1392 16.75955580000000000000 3072167102 727831 8.81504910000000000000 338776054 727836
1408 21.69402870000000000000 2840631414 744637 9.18068200000000000000 350541360 744642
1424 17.90629720000000000000 3289179810 761635 9.54200710000000000000 362644523 761640
1440 20.52092720000000000000 3195203560 778825 9.93116360000000000000 374970639 778830
1456 19.47478470000000000000 3516180866 796207 10.38747310000000000000 387608244 796212
1472 24.40987080000000000000 3301754383 813781 10.58425440000000000000 400476552 813786
1488 21.89732060000000000000 3753405379 831547 10.89839670000000000000 413690442 831552
1504 24.26675080000000000000 3640549766 849505 11.27177340000000000000 427139815 849510
1520 23.24865550000000000000 4001169648 867655 11.59313030000000000000 440918853 867660
