4048    156289521   10499060   141884817   10499060
4112    161171893   10842342   146307237   10842342
4176    166326465   11172977   150996470   11172970
4240    171361994   11527005   155557619   11526998
4304    176675760   11867848   160391680   11867841
4368    181864454   12232636   165091566   12232629
4432    187337390   12583655   170070425   12583648
4496    192679287   12959244   174909086   12959237
4560    198311425   13320457   180032775   13320450
