4048    53465937   3344143   37331326   3344143
4112    55151959   3448566   38502954   3448566
4176    56847737   3554767   39676265   3554767
4240    58568953   3662512   40866929   3662512
4304    60316090   3771927   42075392   3771927
4368    62088731   3882985   43301389   3882985
4432    64016469   3994991   44674325   3994991
4496    65842447   4109231   45937501   4109231
4560    67694021   4225181   47218161   4225181
